Title,Note,URL,Comment
Ninas Tacos,,https://www.google.com/maps/place/Ninas+Tacos/data=!4m2!3m1!1s0x65a477baf2c1d909:0x8fc44ff4789c20fc,
NYC Halal Eats,,https://www.google.com/maps/place/NYC+Halal+Eats/data=!4m2!3m1!1s0x8824c52401c298e3:0x2cb760576e12d12a,
Chai Pani Asheville,,https://www.google.com/maps/place/Chai+Pani+Asheville/data=!4m2!3m1!1s0x8859f3568bf85cff:0xf4c88007439a714f,
Chai Pani Decatur,,https://www.google.com/maps/place/Chai+Pani+Decatur/data=!4m2!3m1!1s0x88f50722b432ff73:0xb76c4e5ce8005d43,
Sun Sui Wah Seafood Restaurant Vancouver (新瑞華海鮮酒家温哥华）,HUGE sesame ball,https://www.google.com/maps/place/Sun+Sui+Wah+Seafood+Restaurant+Vancouver+(%E6%96%B0%E7%91%9E%E8%8F%AF%E6%B5%B7%E9%AE%AE%E9%85%92%E5%AE%B6%E6%B8%A9%E5%93%A5%E5%8D%8E%EF%BC%89/data=!4m2!3m1!1s0x5486752e706a9a31:0x89c713b9c372f1fd,
City Farmers Market,,https://www.google.com/maps/place/City+Farmers+Market/data=!4m2!3m1!1s0x88f5a36109c6e7f1:0x20e1099e5065ce93,
Chevy Chase Inn,,https://www.google.com/maps/place/Chevy+Chase+Inn/data=!4m2!3m1!1s0x884244daaa1ea065:0xc7a9d52a7850a7a4,
The Nordic,AYCE LOBSTER,https://www.google.com/maps/place/The+Nordic/data=!4m2!3m1!1s0x89e5c11bd53fcdcb:0x88955882147cb108,
Cheong Kwan Jang - New York (Manhattan),,https://www.google.com/maps/place/Cheong+Kwan+Jang+-+New+York+(Manhattan)/data=!4m2!3m1!1s0x89c25955f33c6ebb:0x8f739b6c71afd383,
Let's Meat BBQ,AYCE KBBQ,https://www.google.com/maps/place/Let's+Meat+BBQ/data=!4m2!3m1!1s0x89c259a85dbf8c27:0x28ec008c9528ef80,
Riverside Korean Restaurant,,https://www.google.com/maps/place/Riverside+Korean+Restaurant/data=!4m2!3m1!1s0x8841b138367312c5:0xc464f1f79812e69c,
LA LA Bakeshop,Vietnamese dessert,https://www.google.com/maps/place/LA+LA+Bakeshop/data=!4m2!3m1!1s0x882b3560a6e0b701:0x8c207089308412aa,
St Ignatius Loyola Catholic Church,,https://www.google.com/maps/place/St+Ignatius+Loyola+Catholic+Church/data=!4m2!3m1!1s0x8640cd04ed681f6d:0xa9391bc5100dc1ab,
Pizza Donisi,,https://www.google.com/maps/place/Pizza+Donisi/data=!4m2!3m1!1s0x88690d5a9ab92cf3:0xab2ef43043f7dd56,
Chef's,,https://www.google.com/maps/place/Chef's/data=!4m2!3m1!1s0x89d3123ebb1648a5:0x94bb0f42ec5195dd,
Alan's Taco Truck,Birria torta,https://www.google.com/maps/place/Alan's+Taco+Truck/data=!4m2!3m1!1s0x87ee995e533e9d93:0xf0315005f44e7aae,
Noodle Nirvana,Ramen!!,https://www.google.com/maps/place/Noodle+Nirvana/data=!4m2!3m1!1s0x8842e1947c34c24f:0xe4e2d4f6e6bb2cca,
La Taquiza Taqueria,Elote,https://www.google.com/maps/place/La+Taquiza+Taqueria/data=!4m2!3m1!1s0x88425c87bb1e8e07:0x903907b9dc174a24,
Food Truck Parc at Community Choice,,https://www.google.com/maps/place/Food+Truck+Parc+at+Community+Choice/data=!4m2!3m1!1s0x87ee7142c6bbdcc7:0x4005ca69dfc6b6e9,
The B.A. Colonial,,https://www.google.com/maps/place/The+B.A.+Colonial/data=!4m2!3m1!1s0x8869134f839bc3b3:0x5350d6939b52eba7,
Tapsilog Bistro,Calamansi I’m happy hour drink,https://www.google.com/maps/place/Tapsilog+Bistro/data=!4m2!3m1!1s0x808e35338ddb0265:0xf3a4e4825961a145,
Bạn Bè,,https://www.google.com/maps/place/B%E1%BA%A1n+B%C3%A8/data=!4m2!3m1!1s0x89c25b3fb4949943:0xbb9d37cdd3cafa5d,
The Mousetrap,,https://www.google.com/maps/place/The+Mousetrap/data=!4m2!3m1!1s0x88425b167c32069b:0x317aec6622769560,
The Grand America Hotel,,https://www.google.com/maps/place/The+Grand+America+Hotel/data=!4m2!3m1!1s0x8752f51730827a73:0x6fae71fa7326abbd,
Mox Boarding House,,https://www.google.com/maps/place/Mox+Boarding+House/data=!4m2!3m1!1s0x549015c78c2788ab:0xb3cf7bf198776515,
Fareway Grocery,,https://www.google.com/maps/place/Fareway+Grocery/data=!4m2!3m1!1s0x87ec20bc48b638e9:0xe371e02f4ababc19,
Prague Beer Museum,,https://www.google.com/maps/place/Prague+Beer+Museum/data=!4m2!3m1!1s0x470b94ea75b51be7:0x2d7ae400e7b1700,
The Prague Market,,https://www.google.com/maps/place/The+Prague+Market/data=!4m2!3m1!1s0x470b94ba73bad235:0x9fd94120a3633220,
Cartier,,https://www.google.com/maps/place/Cartier/data=!4m2!3m1!1s0x470b94e91a8dbc03:0xcc28a4939873e8a0,
The Sugar Refinery,,https://www.google.com/maps/place/The+Sugar+Refinery/data=!4m2!3m1!1s0x8640e6946b7d885f:0x40356410cf7365af,
"41°36'00.6""N 93°52'51.5""W",,"https://www.google.com/maps/search/41.600165,-93.880969",
Belize Chocolate Company,,https://www.google.com/maps/place/Belize+Chocolate+Company/data=!4m2!3m1!1s0x8f5c9ae5a5496397:0x3ae021442ce138b4,
Ocean Tide Beach Resort,,https://www.google.com/maps/place/Ocean+Tide+Beach+Resort/data=!4m2!3m1!1s0x8f5c9b8543a19ca1:0xcb2c23147bf57a90,
Liquor Express,,https://www.google.com/maps/place/Liquor+Express/data=!4m2!3m1!1s0x872b08f3dd0cbb4f:0x653ea33efb8fc268,
Beach Liquors,,https://www.google.com/maps/place/Beach+Liquors/data=!4m2!3m1!1s0x88914478c7d2b925:0x3e9d09a5f6f9824f,
Faro de la Calle Matamoros,,https://www.google.com/maps/place/Faro+de+la+Calle+Matamoros/data=!4m2!3m1!1s0x8421454e5326bf85:0x7487fad15cf8ef2a,
GMM Grammy,,https://www.google.com/maps/place/GMM+Grammy/data=!4m2!3m1!1s0x30e29fa9fa8577f5:0xd79928fa092e61e2,
Pho Chai Restaurant,,https://www.google.com/maps/place/Pho+Chai+Restaurant/data=!4m2!3m1!1s0x30d706665a3dd15b:0xbfb72f404ecea7b1,
212 House of Opium ( MUSEUM ),,https://www.google.com/maps/place/212+House+of+Opium+(+MUSEUM+)/data=!4m2!3m1!1s0x30d64334d8dbfd39:0x3575cd133c63bce1,
Siam Commercial Bank Cash Deposit Machine (CDM),,https://www.google.com/maps/place/Siam+Commercial+Bank+Cash+Deposit+Machine+(CDM)/data=!4m2!3m1!1s0x30da3aa2e38da1c7:0xbf1609df5fe53704,
Sài Gòn Xưa và Nay,,https://www.google.com/maps/place/S%C3%A0i+G%C3%B2n+X%C6%B0a+v%C3%A0+Nay/data=!4m2!3m1!1s0x31752f38f9115111:0x1439f4572fb018c8,
Pasteur Street Brewing Company,,https://www.google.com/maps/place/Pasteur+Street+Brewing+Company/data=!4m2!3m1!1s0x31752f4771dfc237:0x5a069069884618f1,
Belgo - Belgian Craft Beer Brewery,,https://www.google.com/maps/place/Belgo+-+Belgian+Craft+Beer+Brewery/data=!4m2!3m1!1s0x31752f353a9ecd3d:0x86201ad7758c89ba,
Heart Of Darkness Craft Brewery,,https://www.google.com/maps/place/Heart+Of+Darkness+Craft+Brewery/data=!4m2!3m1!1s0x31752f48f43430cd:0x51c14d0271469c87,
East West Brewing Co.,,https://www.google.com/maps/place/East+West+Brewing+Co./data=!4m2!3m1!1s0x31752f3ecd5f5459:0x7bdf52d38ba9f4d0,
Notre Dame Cathedral of Saigon,,https://www.google.com/maps/place/Notre+Dame+Cathedral+of+Saigon/data=!4m2!3m1!1s0x31752f37e6d82451:0xe84f59936ced5b45,
War Remnants Museum,,https://www.google.com/maps/place/War+Remnants+Museum/data=!4m2!3m1!1s0x31752f30a23708cf:0x7cd94adf2b1474aa,
Don Mueang International Airport,,https://www.google.com/maps/place/Don+Mueang+International+Airport/data=!4m2!3m1!1s0x30e282881daca62d:0xf0100b33d0bffa0,
Suvarnabhumi Airport,,https://www.google.com/maps/place/Suvarnabhumi+Airport/data=!4m2!3m1!1s0x311d67771542274f:0x120d19554f157a07,
Churreria the Moro,,https://www.google.com/maps/place/Churreria+the+Moro/data=!4m2!3m1!1s0x85d1ff392c98854f:0x98b8dc2cb468ea2a,
Soi 7,,https://www.google.com/maps/place/Soi+7/data=!4m2!3m1!1s0x80c2c7b5ad9c83cb:0xbc7f8a53ead881b,
Nord's Bakery,,https://www.google.com/maps/place/Nord's+Bakery/data=!4m2!3m1!1s0x88690d153bc037f1:0xaf1991367ebeccc2,
Low-key Poke,,https://www.google.com/maps/place/Low-key+Poke/data=!4m2!3m1!1s0x80dcb76fc13435bb:0x4c19afb61cf956d3,
Tachibana Japanese Restaurant,,https://www.google.com/maps/place/Tachibana+Japanese+Restaurant/data=!4m2!3m1!1s0x88424445dfb4615f:0xf54dc5bf2db69e01,
MO & MOSHI,,https://www.google.com/maps/place/MO+%26+MOSHI/data=!4m2!3m1!1s0x30e29ecd78c9a8d1:0x97afd021966fab9b,
Chef Man Restaurant,,https://www.google.com/maps/place/Chef+Man+Restaurant/data=!4m2!3m1!1s0x30e29ed7f0283a51:0xe60166708c9b131b,
Mahalo's Coffee & Mini Donuts,,https://www.google.com/maps/place/Mahalo's+Coffee+%26+Mini+Donuts/data=!4m2!3m1!1s0x87ec21a2a9e787b9:0xc9586a3a133cd428,
Parachute,,https://www.google.com/maps/place/Parachute/data=!4m2!3m1!1s0x880fcd853b829e31:0xecea3d3af74d37d,
Craque de Creme,,https://www.google.com/maps/place/Craque+de+Creme/data=!4m2!3m1!1s0x882b348260ce6f81:0xf00d380a66e508af,
Fisherman's Outlet,,https://www.google.com/maps/place/Fisherman's+Outlet/data=!4m2!3m1!1s0x80c2c63a89e8dc49:0x3b38ffdb40e47d34,
マリカー大阪,,https://www.google.com/maps/place/%E3%83%9E%E3%83%AA%E3%82%AB%E3%83%BC%E5%A4%A7%E9%98%AA/data=!4m2!3m1!1s0x6000e614c1738183:0xf729cbcb302e18ba,
SUPERVALU,,https://www.google.com/maps/place/SUPERVALU/data=!4m2!3m1!1s0x8808f942b0c5220b:0x852ec7e0c3a7d84f,
Rawsome Treats,,https://www.google.com/maps/place/Rawsome+Treats/data=!4m2!3m1!1s0x89c25a2a3e837193:0xa2ae59dc781fc93d,
Dekalb Market Hall,,https://www.google.com/maps/place/Dekalb+Market+Hall/data=!4m2!3m1!1s0x89c25a4ca910d461:0x1caa501f19f74680,
Kawasan Falls,,https://www.google.com/maps/place/Kawasan+Falls/data=!4m2!3m1!1s0x33abc071985da1cd:0x357899ef7e6324cf,
Phở 95,,https://www.google.com/maps/place/Ph%E1%BB%9F+95/data=!4m2!3m1!1s0x876c7f823bcb2f25:0x32f1d90a464018a,
El Quinto Pino,,https://www.google.com/maps/place/El+Quinto+Pino/data=!4m2!3m1!1s0x89c259b9f9c4e605:0x1119b2c88e9c083c,
Phở 95,,https://www.google.com/maps/place/Ph%E1%BB%9F+95/data=!4m2!3m1!1s0x876c81428122a6d1:0xe5671c79baac8779,
Bánh Mì Phượng,,https://www.google.com/maps/place/B%C3%A1nh+M%C3%AC+Ph%C6%B0%E1%BB%A3ng/data=!4m2!3m1!1s0x31420dd587dbb975:0xd214dd792e0869d7,
Golden Triangle Park Hall of Opium,,https://www.google.com/maps/place/Golden+Triangle+Park+Hall+of+Opium/data=!4m2!3m1!1s0x30d65cd16a14bb0b:0x68de4dd85ee899e9,
Clinton Hall,,https://www.google.com/maps/place/Clinton+Hall/data=!4m2!3m1!1s0x89c25a10fc9423cf:0x446685cb0dd0828f,
Slide Rock State Park,,https://www.google.com/maps/place/Slide+Rock+State+Park/data=!4m2!3m1!1s0x872da245f82fa8c7:0xdea6820f805d0b1b,
